Instrument Id,Instrument Type,Currency,Face Value,Book Value,Instrument Issue Date,Instrument Maturity Date,Next Principal Payment Amount,Next Interest Payment Amount,Rating Agency,Credit Rating,Customer Type,Next Principal Payment Due Date,Next Interest Payment Due Date,Accrued Interest,Included in Capital Tier 2
602033328300009,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",1/24/2017,1/24/2024," 200,000,000 ",,,,Khách hàng cá nhân,1/24/2024,1/24/2023," 9,880,000 ", Yes 
602033328300010,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",1/25/2017,1/25/2024," 1,000,000,000 ",,,,Khách hàng cá nhân,1/25/2024,1/25/2023," 49,200,000 ", Yes 
602033328300011,Chứng chỉ tiền gửi,VND,"10,000,000 "," 10,000,000 ",3/9/2017,3/9/2024," 10,000,000 ",,,,Khách hàng cá nhân,3/9/2024,3/9/2023," 404,000 ", Yes 
602033328300012,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/15/2017,3/15/2024," 100,000,000 ",,,,Khách hàng cá nhân,3/15/2024,3/15/2023," 3,920,000 ", Yes 
602033328300015,Chứng chỉ tiền gửi,VND,"450,000,000 "," 450,000,000 ",1/5/2017,1/5/2024," 450,000,000 ",,,,Khách hàng cá nhân,1/5/2024,1/5/2023," 23,940,000 ", Yes 
602033328300016,Chứng chỉ tiền gửi,VND,"1,350,000,000 "," 1,350,000,000 ",1/5/2017,1/5/2024," 1,350,000,000 ",,,,Khách hàng cá nhân,1/5/2024,1/5/2023," 71,820,000 ", Yes 
602033328300017,Chứng chỉ tiền gửi,VND,"110,000,000 "," 110,000,000 ",3/15/2017,3/15/2024," 110,000,000 ",,,,Khách hàng cá nhân,3/15/2024,3/15/2023," 4,312,000 ", Yes 
602033328300018,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",3/21/2017,3/21/2024," 300,000,000 ",,,,Khách hàng cá nhân,3/21/2024,3/21/2023," 11,400,000 ", Yes 
602033328300032,Chứng chỉ tiền gửi,VND,"3,900,000,000 "," 3,900,000,000 ",7/22/2019,7/22/2025," 3,900,000,000 ",,,,Khách hàng cá nhân,7/22/2025,7/22/2023," 56,897,260 ", Yes 
602033328300034,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",7/27/2019,7/27/2025," 300,000,000 ",,,,Khách hàng cá nhân,7/27/2025,7/27/2023," 4,068,493 ", Yes 
602033328300036,Chứng chỉ tiền gửi,VND,"1,400,000,000 "," 1,400,000,000 ",7/29/2019,7/29/2025," 1,400,000,000 ",,,,Khách hàng cá nhân,7/29/2025,7/29/2023," 18,410,959 ", Yes 
602033328300037,Chứng chỉ tiền gửi,VND,"2,000,000,000 "," 2,000,000,000 ",7/29/2019,7/29/2025," 2,000,000,000 ",,,,Khách hàng cá nhân,7/29/2025,7/29/2023," 26,301,370 ", Yes 
602033328300038,Chứng chỉ tiền gửi,VND,"980,000,000 "," 980,000,000 ",7/31/2019,7/31/2025," 980,000,000 ",,,,Khách hàng cá nhân,7/31/2025,7/31/2023," 12,484,932 ", Yes 
602033328300043,Chứng chỉ tiền gửi,VND,"1,570,000,000 "," 1,570,000,000 ",8/6/2019,8/6/2025," 1,570,000,000 ",,,,Khách hàng cá nhân,8/6/2025,8/6/2023," 18,065,753 ", Yes 
602033328300044,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/6/2017,2/6/2024," 100,000,000 ",,,,Khách hàng cá nhân,2/6/2024,2/6/2023," 4,700,000 ", Yes 
602033328300045,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",4/28/2020,4/28/2026," 200,000,000 ",,,,Khách hàng cá nhân,4/28/2026,4/28/2023," 6,325,479 ", Yes 
602033328300046,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",5/27/2020,5/27/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,5/27/2026,5/27/2023," 25,747,945 ", Yes 
602033328300047,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",5/27/2020,5/27/2026," 300,000,000 ",,,,Khách hàng cá nhân,5/27/2026,5/27/2023," 7,724,384 ", Yes 
602033328300048,Chứng chỉ tiền gửi,VND,"350,000,000 "," 350,000,000 ",5/29/2020,5/29/2026," 350,000,000 ",,,,Khách hàng cá nhân,5/29/2026,5/29/2023," 8,869,863 ", Yes 
602033328300055,Chứng chỉ tiền gửi,VND,"1,100,000,000 "," 1,100,000,000 ",8/2/2019,8/2/2025," 1,100,000,000 ",,,,Khách hàng cá nhân,8/2/2025,8/2/2023," 13,561,644 ", Yes 
602033328300056,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",8/17/2019,8/17/2025," 300,000,000 ",,,,Khách hàng cá nhân,8/17/2025,8/17/2023," 2,773,973 ", Yes 
602033328300059,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",8/21/2019,8/21/2025," 100,000,000 ",,,,Khách hàng cá nhân,8/21/2025,8/21/2023," 842,466 ", Yes 
602033328300060,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",2/20/2020,2/20/2026," 50,000,000 ",,,,Khách hàng cá nhân,2/20/2026,2/20/2023," 2,199,452 ", Yes 
602033328300061,Chứng chỉ tiền gửi,VND,"1,200,000,000 "," 1,200,000,000 ",8/8/2019,8/8/2025," 1,200,000,000 ",,,,Khách hàng cá nhân,8/8/2025,8/8/2023," 13,315,068 ", Yes 
602033328300068,Chứng chỉ tiền gửi,VND,"750,000,000 "," 750,000,000 ",10/1/2019,10/1/2025," 750,000,000 ",,,,Khách hàng cá nhân,10/1/2025,10/1/2022," 53,250,000 ", Yes 
602033328300070,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",10/12/2019,10/12/2025," 150,000,000 ",,,,Khách hàng cá nhân,10/12/2025,10/12/2022," 10,329,041 ", Yes 
602033328300071,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",12/9/2019,12/9/2025," 100,000,000 ",,,,Khách hàng cá nhân,12/9/2025,12/9/2022," 5,757,808 ", Yes 
602033328300072,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",12/4/2019,12/4/2025," 100,000,000 ",,,,Khách hàng cá nhân,12/4/2025,12/4/2022," 5,855,068 ", Yes 
602033328300073,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",12/16/2019,12/16/2025," 150,000,000 ",,,,Khách hàng cá nhân,12/16/2025,12/16/2022," 8,432,466 ", Yes 
602033328300074,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",1/5/2017,1/5/2024," 200,000,000 ",,,,Khách hàng cá nhân,1/5/2024,1/5/2023," 10,640,000 ", Yes 
602033345400002,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",1/6/2017,1/6/2024," 50,000,000 ",,,,Khách hàng cá nhân,1/6/2024,1/6/2023," 2,650,000 ", Yes 
602033573500002,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",1/23/2017,1/23/2024," 100,000,000 ",,,,Khách hàng cá nhân,1/23/2024,1/23/2023," 4,960,000 ", Yes 
602033623600018,Chứng chỉ tiền gửi,VND,"360,000,000 "," 360,000,000 ",2/3/2020,2/3/2026," 360,000,000 ",,,,Khách hàng cá nhân,2/3/2026,2/3/2023," 17,043,288 ", Yes 
602033673700002,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",2/7/2017,2/7/2024," 50,000,000 ",,,,Khách hàng cá nhân,2/7/2024,2/7/2023," 2,340,000 ", Yes 
602033673700003,Chứng chỉ tiền gửi,VND,"20,000,000 "," 20,000,000 ",2/7/2017,2/7/2024," 20,000,000 ",,,,Khách hàng cá nhân,2/7/2024,2/7/2023," 936,000 ", Yes 
602033673700006,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",2/7/2020,2/7/2026," 50,000,000 ",,,,Khách hàng cá nhân,2/7/2026,2/7/2023," 2,327,671 ", Yes 
602033730600002,Chứng chỉ tiền gửi,VND,"10,000,000 "," 10,000,000 ",2/13/2017,2/13/2024," 10,000,000 ",,,,Khách hàng cá nhân,2/13/2024,2/13/2023," 456,000 ", Yes 
602033898300002,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/25/2017,2/25/2024," 100,000,000 ",,,,Khách hàng cá nhân,2/25/2024,2/25/2023," 4,320,000 ", Yes 
602033898300011,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/7/2020,3/7/2026," 200,000,000 ",,,,Khách hàng cá nhân,3/7/2026,3/7/2023," 8,206,027 ", Yes 
602033903500004,Chứng chỉ tiền gửi,VND,"120,000,000 "," 120,000,000 ",3/15/2017,3/15/2024," 120,000,000 ",,,,Khách hàng cá nhân,3/15/2024,3/15/2023," 4,704,000 ", Yes 
602033903500006,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",2/8/2017,2/8/2024," 200,000,000 ",,,,Khách hàng cá nhân,2/8/2024,2/8/2023," 9,320,000 ", Yes 
602034204400002,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",3/16/2017,3/16/2024," 150,000,000 ",,,,Khách hàng cá nhân,3/16/2024,3/16/2023," 5,850,000 ", Yes 
602034204400011,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",10/11/2019,10/11/2025," 400,000,000 ",,,,Khách hàng cá nhân,10/11/2025,10/11/2022," 27,621,918 ", Yes 
602034204400012,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",10/11/2019,10/11/2025," 300,000,000 ",,,,Khách hàng cá nhân,10/11/2025,10/11/2022," 20,716,438 ", Yes 
602034204400013,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",10/11/2019,10/11/2025," 300,000,000 ",,,,Khách hàng cá nhân,10/11/2025,10/11/2022," 20,716,438 ", Yes 
602034204400014,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",10/14/2019,10/14/2025," 500,000,000 ",,,,Khách hàng cá nhân,10/14/2025,10/14/2022," 34,235,616 ", Yes 
602034234000003,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",3/18/2017,3/18/2024," 1,000,000,000 ",,,,Khách hàng cá nhân,3/18/2024,3/18/2023," 38,600,000 ", Yes 
602034301400002,Chứng chỉ tiền gửi,VND,"950,000,000 "," 950,000,000 ",3/23/2017,3/23/2024," 950,000,000 ",,,,Khách hàng cá nhân,3/23/2024,3/23/2023," 35,720,000 ", Yes 
602034301400015,Chứng chỉ tiền gửi,VND,"1,100,000,000 "," 1,100,000,000 ",3/20/2021,3/20/2027," 1,100,000,000 ",,,,Khách hàng cá nhân,3/20/2027,3/20/2023," 42,312,329 ", Yes 
602034301400016,Chứng chỉ tiền gửi,VND,"1,150,000,000 "," 1,150,000,000 ",3/22/2021,3/22/2027," 1,150,000,000 ",,,,Khách hàng cá nhân,3/22/2027,3/22/2023," 43,781,918 ", Yes 
602034301400017,Chứng chỉ tiền gửi,VND,"730,000,000 "," 730,000,000 ",3/23/2021,3/23/2027," 730,000,000 ",,,,Khách hàng cá nhân,3/23/2027,3/23/2023," 27,648,000 ", Yes 
602034400700018,Chứng chỉ tiền gửi,VND,"320,000,000 "," 320,000,000 ",4/29/2020,4/29/2026," 320,000,000 ",,,,Khách hàng cá nhân,4/29/2026,4/29/2023," 10,055,890 ", Yes 
602034887900015,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",11/4/2019,11/4/2025," 500,000,000 ",,,,Khách hàng cá nhân,11/4/2025,11/4/2022," 32,193,151 ", Yes 
602034887900025,Chứng chỉ tiền gửi,VND,"250,000,000 "," 250,000,000 ",2/9/2022,2/9/2029," 250,000,000 ",,,,Khách hàng cá nhân,2/9/2029,2/9/2023," 11,539,726 ", Yes 
602036401500006,Chứng chỉ tiền gửi,VND,"750,000,000 "," 750,000,000 ",1/4/2020,1/4/2026," 750,000,000 ",,,,Khách hàng cá nhân,1/4/2026,1/4/2023," 39,945,205 ", Yes 
602036401500009,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",1/4/2022,1/4/2029," 100,000,000 ",,,,Khách hàng cá nhân,1/4/2029,1/4/2023," 5,326,027 ", Yes 
602036574000009,Chứng chỉ tiền gửi,VND,"2,000,000,000 "," 2,000,000,000 ",1/25/2017,1/25/2024," 2,000,000,000 ",,,,Khách hàng cá nhân,1/25/2024,1/25/2023," 98,400,000 ", Yes 
602036644700010,Chứng chỉ tiền gửi,VND,"290,000,000 "," 290,000,000 ",12/30/2019,12/30/2025," 290,000,000 ",,,,Khách hàng cá nhân,12/30/2025,12/30/2022," 15,731,507 ", Yes 
602036644700011,Chứng chỉ tiền gửi,VND,"170,000,000 "," 170,000,000 ",2/3/2020,2/3/2026," 170,000,000 ",,,,Khách hàng cá nhân,2/3/2026,2/3/2023," 8,048,219 ", Yes 
602036644700013,Chứng chỉ tiền gửi,VND,"10,000,000 "," 10,000,000 ",2/18/2020,2/18/2026," 10,000,000 ",,,,Khách hàng cá nhân,2/18/2026,2/18/2023," 443,836 ", Yes 
602036644700014,Chứng chỉ tiền gửi,VND,"10,000,000 "," 10,000,000 ",3/18/2020,3/18/2026," 10,000,000 ",,,,Khách hàng cá nhân,3/18/2026,3/18/2023," 388,603 ", Yes 
602037138800009,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",7/12/2021,7/12/2028," 500,000,000 ",,,,Khách hàng cá nhân,7/12/2028,7/12/2023," 8,321,918 ", Yes 
602037192100029,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",1/30/2020,1/30/2026," 100,000,000 ",,,,Khách hàng cá nhân,1/30/2026,1/30/2023," 4,813,151 ", Yes 
602037192100031,Chứng chỉ tiền gửi,VND,"60,000,000 "," 60,000,000 ",2/21/2020,2/21/2026," 60,000,000 ",,,,Khách hàng cá nhân,2/21/2026,2/21/2023," 2,627,507 ", Yes 
602037344700041,Chứng chỉ tiền gửi,VND,"370,000,000 "," 370,000,000 ",5/21/2020,5/21/2026," 370,000,000 ",,,,Khách hàng cá nhân,5/21/2026,5/21/2023," 9,976,822 ", Yes 
602037344700042,Chứng chỉ tiền gửi,VND,"940,000,000 "," 940,000,000 ",5/25/2020,5/25/2026," 940,000,000 ",,,,Khách hàng cá nhân,5/25/2026,5/25/2023," 24,584,219 ", Yes 
602037344700046,Chứng chỉ tiền gửi,VND,"310,000,000 "," 310,000,000 ",5/22/2020,5/22/2026," 310,000,000 ",,,,Khách hàng cá nhân,5/22/2026,5/22/2023," 8,296,110 ", Yes 
602037344700047,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",6/25/2021,6/25/2028," 500,000,000 ",,,,Khách hàng cá nhân,6/25/2028,6/25/2023," 10,068,493 ", Yes 
602037344700050,Chứng chỉ tiền gửi,VND,"60,000,000 "," 60,000,000 ",4/28/2020,4/28/2026," 60,000,000 ",,,,Khách hàng cá nhân,4/28/2026,4/28/2023," 1,897,644 ", Yes 
602037344700051,Chứng chỉ tiền gửi,VND,"60,000,000 "," 60,000,000 ",5/8/2020,5/8/2026," 60,000,000 ",,,,Khách hàng cá nhân,5/8/2026,5/8/2023," 1,776,000 ", Yes 
602037344700052,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",5/11/2020,5/11/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,5/11/2026,5/11/2023," 28,991,781 ", Yes 
602037344700054,Chứng chỉ tiền gửi,VND,"20,000,000 "," 20,000,000 ",5/11/2020,5/11/2026," 20,000,000 ",,,,Khách hàng cá nhân,5/11/2026,5/11/2023," 579,836 ", Yes 
602037344700061,Chứng chỉ tiền gửi,VND,"30,000,000 "," 30,000,000 ",5/27/2020,5/27/2026," 30,000,000 ",,,,Khách hàng cá nhân,5/27/2026,5/27/2023," 772,438 ", Yes 
602037344700062,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",6/4/2020,6/4/2026," 500,000,000 ",,,,Khách hàng cá nhân,6/4/2026,6/4/2023," 12,063,014 ", Yes 
602037344700063,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",6/4/2020,6/4/2026," 150,000,000 ",,,,Khách hàng cá nhân,6/4/2026,6/4/2023," 3,618,904 ", Yes 
602037344700064,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",6/5/2020,6/5/2026," 50,000,000 ",,,,Khách hàng cá nhân,6/5/2026,6/5/2023," 1,196,164 ", Yes 
602037344700067,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",5/20/2020,5/20/2026," 200,000,000 ",,,,Khách hàng cá nhân,5/20/2026,5/20/2023," 5,433,425 ", Yes 
602037344700068,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",5/20/2020,5/20/2026," 200,000,000 ",,,,Khách hàng cá nhân,5/20/2026,5/20/2023," 5,433,425 ", Yes 
602037562100006,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",10/5/2020,10/5/2026," 100,000,000 ",,,,Khách hàng cá nhân,10/5/2026,10/5/2022," 7,022,192 ", Yes 
602037949700008,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",10/28/2019,10/28/2025," 400,000,000 ",,,,Khách hàng cá nhân,10/28/2025,10/28/2022," 26,299,178 ", Yes 
602037949700009,Chứng chỉ tiền gửi,VND,"700,000,000 "," 700,000,000 ",10/19/2021,4/19/2023," 700,000,000 ",,,,Khách hàng cá nhân,4/19/2023,4/19/2023," 21,834,247 ", No 
602038713100007,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",2/23/2022,2/23/2029," 200,000,000 ",,,,Khách hàng cá nhân,2/23/2029,2/23/2023," 8,679,452 ", Yes 
602039680300027,Chứng chỉ tiền gửi,VND,"11,000,000,000 "," 11,000,000,000 ",9/25/2020,9/25/2026," 11,000,000,000 ",,,,Khách hàng cá nhân,9/25/2026,9/25/2023," 13,923,288 ", Yes 
602039781500022,Chứng chỉ tiền gửi,VND,"2,200,000,000 "," 2,200,000,000 ",3/18/2021,3/18/2027," 2,200,000,000 ",,,,Khách hàng cá nhân,3/18/2027,3/18/2023," 85,492,603 ", Yes 
602040605000008,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",3/17/2021,3/17/2027," 400,000,000 ",,,,Khách hàng cá nhân,3/17/2027,3/17/2023," 15,623,014 ", Yes 
602040605000009,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/29/2021,3/29/2027," 200,000,000 ",,,,Khách hàng cá nhân,3/29/2027,3/29/2023," 7,338,082 ", Yes 
602040605000010,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",6/14/2021,6/14/2028," 100,000,000 ",,,,Khách hàng cá nhân,6/14/2028,6/14/2023," 2,239,726 ", Yes 
602040605000013,Chứng chỉ tiền gửi,VND,"600,000,000 "," 600,000,000 ",2/10/2020,2/10/2026," 600,000,000 ",,,,Khách hàng cá nhân,2/10/2026,2/10/2023," 27,576,986 ", Yes 
602040605000014,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/24/2021,3/24/2027," 100,000,000 ",,,,Khách hàng cá nhân,3/24/2027,3/24/2023," 3,767,671 ", Yes 
602040759500021,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",10/20/2020,10/20/2026," 100,000,000 ",,,,Khách hàng cá nhân,10/20/2026,10/20/2022," 6,730,411 ", Yes 
602040759500027,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",10/9/2020,10/9/2026," 500,000,000 ",,,,Khách hàng cá nhân,10/9/2026,10/9/2022," 34,721,918 ", Yes 
602040770500012,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",12/24/2019,12/24/2025," 200,000,000 ",,,,Khách hàng cá nhân,12/24/2025,12/24/2022," 11,086,027 ", Yes 
602040770500020,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",9/30/2019,9/30/2025," 100,000,000 ",,,,Khách hàng cá nhân,9/30/2025,9/30/2023," 22,192 ", Yes 
602040770500022,Chứng chỉ tiền gửi,VND,"700,000,000 "," 700,000,000 ",1/21/2020,1/21/2026," 700,000,000 ",,,,Khách hàng cá nhân,1/21/2026,1/21/2023," 34,934,795 ", Yes 
602040770500024,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",1/12/2022,1/12/2029," 400,000,000 ",,,,Khách hàng cá nhân,1/12/2029,1/12/2023," 20,672,877 ", Yes 
602040828100026,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",2/3/2020,2/3/2026," 50,000,000 ",,,,Khách hàng cá nhân,2/3/2026,2/3/2023," 2,367,123 ", Yes 
602040852700012,Chứng chỉ tiền gửi,VND,"2,300,000,000 "," 2,300,000,000 ",3/22/2022,4/22/2023," 2,300,000,000 ",,,,Khách hàng cá nhân,4/22/2023,4/22/2023," 87,563,836 ", No 
602041880300051,Chứng chỉ tiền gửi,VND,"10,000,000 "," 10,000,000 ",2/20/2020,2/20/2026," 10,000,000 ",,,,Khách hàng cá nhân,2/20/2026,2/20/2023," 439,890 ", Yes 
602042799900017,Chứng chỉ tiền gửi,VND,"70,000,000 "," 70,000,000 ",1/30/2020,1/30/2026," 70,000,000 ",,,,Khách hàng cá nhân,1/30/2026,1/30/2023," 3,369,205 ", Yes 
602043538800017,Chứng chỉ tiền gửi,VND,"580,000,000 "," 580,000,000 ",3/24/2022,4/24/2023," 580,000,000 ",,,,Khách hàng cá nhân,4/24/2023,4/24/2023," 21,852,493 ", No 
602043557000011,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",3/2/2022,3/2/2029," 1,000,000,000 ",,,,Khách hàng cá nhân,3/2/2029,3/2/2023," 42,016,438 ", Yes 
602044206900031,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",1/31/2020,1/31/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,1/31/2026,1/31/2023," 47,934,247 ", Yes 
602044206900040,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",1/29/2022,1/29/2029," 1,000,000,000 ",,,,Khách hàng cá nhân,1/29/2029,1/29/2023," 48,328,767 ", Yes 
602045604000020,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",1/30/2020,1/30/2026," 50,000,000 ",,,,Khách hàng cá nhân,1/30/2026,1/30/2023," 2,406,575 ", Yes 
602046307700008,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",1/8/2020,1/8/2026," 100,000,000 ",,,,Khách hàng cá nhân,1/8/2026,1/8/2023," 5,247,123 ", Yes 
602046556700009,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",2/8/2022,2/8/2029," 300,000,000 ",,,,Khách hàng cá nhân,2/8/2029,2/8/2023," 13,906,849 ", Yes 
602046556700010,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",2/10/2022,2/10/2029," 300,000,000 ",,,,Khách hàng cá nhân,2/10/2029,2/10/2023," 13,788,493 ", Yes 
602047535000010,Chứng chỉ tiền gửi,VND,"340,000,000 "," 340,000,000 ",4/29/2020,4/29/2026," 340,000,000 ",,,,Khách hàng cá nhân,4/29/2026,4/29/2023," 10,684,384 ", Yes 
602047949800005,Chứng chỉ tiền gửi,VND,"20,000,000 "," 20,000,000 ",2/19/2020,2/19/2026," 20,000,000 ",,,,Khách hàng cá nhân,2/19/2026,2/19/2023," 883,726 ", Yes 
602047949800006,Chứng chỉ tiền gửi,VND,"40,000,000 "," 40,000,000 ",2/19/2020,2/19/2026," 40,000,000 ",,,,Khách hàng cá nhân,2/19/2026,2/19/2023," 1,767,452 ", Yes 
602048859900005,Chứng chỉ tiền gửi,VND,"1,500,000,000 "," 1,500,000,000 ",6/17/2021,6/17/2028," 1,500,000,000 ",,,,Khách hàng cá nhân,6/17/2028,6/17/2023," 32,671,233 ", Yes 
602048859900008,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",2/25/2022,2/25/2029," 1,000,000,000 ",,,,Khách hàng cá nhân,2/25/2029,2/25/2023," 43,002,740 ", Yes 
602048877600013,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",1/8/2020,1/8/2026," 200,000,000 ",,,,Khách hàng cá nhân,1/8/2026,1/8/2023," 10,494,247 ", Yes 
602048959400004,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",2/12/2020,2/12/2026," 500,000,000 ",,,,Khách hàng cá nhân,2/12/2026,2/12/2023," 22,783,562 ", Yes 
602049307900007,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",3/29/2021,3/29/2027," 500,000,000 ",,,,Khách hàng cá nhân,3/29/2027,3/29/2023," 18,345,205 ", Yes 
602050023300008,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",12/28/2021,12/28/2028," 150,000,000 ",,,,Khách hàng cá nhân,12/28/2028,12/28/2022," 8,196,164 ", Yes 
602050621900006,Chứng chỉ tiền gửi,VND,"70,000,000 "," 70,000,000 ",2/11/2020,2/11/2026," 70,000,000 ",,,,Khách hàng cá nhân,2/11/2026,2/11/2023," 3,203,507 ", Yes 
602050621900007,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",2/11/2020,2/11/2026," 50,000,000 ",,,,Khách hàng cá nhân,2/11/2026,2/11/2023," 2,288,219 ", Yes 
602050621900008,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/13/2020,2/13/2026," 100,000,000 ",,,,Khách hàng cá nhân,2/13/2026,2/13/2023," 4,536,986 ", Yes 
602050621900009,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",2/13/2020,2/13/2026," 200,000,000 ",,,,Khách hàng cá nhân,2/13/2026,2/13/2023," 9,073,973 ", Yes 
602050621900014,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",3/20/2021,3/20/2027," 150,000,000 ",,,,Khách hàng cá nhân,3/20/2027,3/20/2023," 5,769,863 ", Yes 
602050621900015,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/20/2021,3/20/2027," 100,000,000 ",,,,Khách hàng cá nhân,3/20/2027,3/20/2023," 3,846,575 ", Yes 
602050800000004,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",2/18/2020,2/18/2026," 400,000,000 ",,,,Khách hàng cá nhân,2/18/2026,2/18/2023," 17,753,425 ", Yes 
602050800000007,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",3/16/2022,4/16/2023," 400,000,000 ",,,,Khách hàng cá nhân,4/16/2023,4/16/2023," 15,701,918 ", No 
602051878900051,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",7/26/2019,7/26/2025," 200,000,000 ",,,,Khách hàng cá nhân,7/26/2025,7/26/2023," 2,753,425 ", Yes 
602051878900053,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",7/26/2019,7/26/2025," 500,000,000 ",,,,Khách hàng cá nhân,7/26/2025,7/26/2023," 6,883,562 ", Yes 
602053460100037,Chứng chỉ tiền gửi,VND,"600,000,000 "," 600,000,000 ",7/13/2021,7/13/2028," 600,000,000 ",,,,Khách hàng cá nhân,7/13/2028,7/13/2023," 9,863,014 ", Yes 
